metric,official_current,itu_candidate,itu_minus_current
overall_rmse_db,1.927716511197784,1.9287476650827093,0.001031153884925251
los_rmse_db,1.7370444115023174,1.7370444115023174,0.0
nlos_rmse_db,3.5274649722355673,3.5350600626317146,0.007595090396147253
overall_mae_db,1.215073602053148,1.2170149308029061,0.0019413287497580534
nlos_mae_db,2.470380243336532,2.4965668515039816,0.026186608167449776
